Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Nitzschia spp.,BACILLARIOPHYTA,9/24/2015,13,2,1,7.3,871.7,120
Paralia sulcata,BACILLARIOPHYTA,9/24/2015,13,2,1,0.4,190.1,475.2
Thalassionema sp.,BACILLARIOPHYTA,9/24/2015,13,2,1,38.9,2333.4,60
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,13,2,1,0.4,265.5,663.7
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,13,2,26,1011.1,14294.7,14.1
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,13,2,1,0.4,75.4,188.5
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,13,2,1,0.4,2902.9,7257.2
Chlorella sp.,CHLOROPHYTA,9/24/2015,13,2,9,350,4948.2,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,9/24/2015,13,2,8,311.1,6597.6,21.2
Pyramimonas spp.,CHLOROPHYTA,9/24/2015,13,2,1,0.4,240.8,601.9
Hemiselmis sp.,CRYPTOPHYTA,9/24/2015,13,2,2,77.8,488.7,6.3
Plagioselmis prolonga,CRYPTOPHYTA,9/24/2015,13,2,42,1633.4,138548.6,84.8
Teleaulax sp.,CRYPTOPHYTA,9/24/2015,13,2,4,155.6,28670.8,184.3
Teleaulax sp.,CRYPTOPHYTA,9/24/2015,13,2,4,155.6,81308.7,522.7
Chroococcus microscopicus,CYANOPHYCEAE,9/24/2015,13,2,1344,52268.3,14012.2,0.3
Gymnodinium sp.,DINOPHYCEAE,9/24/2015,13,2,1,38.9,4887.1,125.7
Tripos lineatus,DINOPHYCEAE,9/24/2015,13,2,1,0.4,5427.5,13568.5
Unknown Euglenophyte,EUGLENOPHYTA,9/24/2015,13,2,1,38.9,18712.2,481.2
Chaetoceros didymus,BACILLARIOPHYTA,9/24/2015,18,2,3,0.6,404.3,673.9
Eucampia zodiacus,BACILLARIOPHYTA,9/24/2015,18,2,4,0.8,2513.3,3141.6
Nitzschia acicularis,BACILLARIOPHYTA,9/24/2015,18,2,1,3.6,860.8,237
Nitzschia spp.,BACILLARIOPHYTA,9/24/2015,18,2,3,91.7,9854.5,107.5
Odontella aurita,BACILLARIOPHYTA,9/24/2015,18,2,1,0.2,355.3,1776.6
Plagiotropis sp.,BACILLARIOPHYTA,9/24/2015,18,2,2,0.4,2179,5447.5
Pleurosigma angulatum,BACILLARIOPHYTA,9/24/2015,18,2,1,3.6,215916.5,59450
Pleurosigma sp.,BACILLARIOPHYTA,9/24/2015,18,2,1,0.2,758.4,3792
Pseudo-nitzschia sp.,BACILLARIOPHYTA,9/24/2015,18,2,2,61.1,81891.5,1340.1
Rhizosolenia sp.,BACILLARIOPHYTA,9/24/2015,18,2,1,3.6,43834.1,12069.2
Skeletonema sp.,BACILLARIOPHYTA,9/24/2015,18,2,9,275,3887.8,14.1
Thalassiosira angulata,BACILLARIOPHYTA,9/24/2015,18,2,1,30.6,28222.9,923.6
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,18,2,8,244.5,9599.6,39.3
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,18,2,1,30.6,3059.9,100.1
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,18,2,2,61.1,7919.7,129.6
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,18,2,1,30.6,6911.7,226.2
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,18,2,1,3.6,8899.8,2451.7
Pseudoscourfieldia marina,CHLOROPHYTA,9/24/2015,18,2,23,702.8,6623.7,9.4
Pyramimonas spp.,CHLOROPHYTA,9/24/2015,18,2,3,10.9,2008.1,184.3
Unknown Chlorophyte,CHLOROPHYTA,9/24/2015,18,2,3,91.7,1296,14.1
Unknown Chlorophyte,CHLOROPHYTA,9/24/2015,18,2,3,91.7,5999.8,65.4
Dictyocha octonaria,CHRYSOPHYCEAE,9/24/2015,18,2,1,3.6,31156.7,8578.6
Hemiselmis sp.,CRYPTOPHYTA,9/24/2015,18,2,2,61.1,512,8.4
Hillea fusiformis,CRYPTOPHYTA,9/24/2015,18,2,1,30.6,108,3.5
Plagioselmis prolonga,CRYPTOPHYTA,9/24/2015,18,2,9,275,23327.1,84.8
Teleaulax sp.,CRYPTOPHYTA,9/24/2015,18,2,3,91.7,40654.4,443.5
Chroococcus microscopicus,CYANOPHYCEAE,9/24/2015,18,2,804,24567.5,6586.1,0.3
Akashiwo sanguinea,DINOPHYCEAE,9/24/2015,18,2,1,30.6,1017814.7,33309.2
Ceratium sp.,DINOPHYCEAE,9/24/2015,18,2,1,30.6,1080148.1,35349.2
Heterocapsa rotundata,DINOPHYCEAE,9/24/2015,18,2,4,122.2,49150,402.1
Prorocentrum triestinum,DINOPHYCEAE,9/24/2015,18,2,1,3.6,3346.9,921.5
Protoperidinium sp.,DINOPHYCEAE,9/24/2015,18,2,1,30.6,25535,835.6
Tripos furca,DINOPHYCEAE,9/24/2015,18,2,2,61.1,1604031.1,26246.9
Tripos minutus,DINOPHYCEAE,9/24/2015,18,2,1,30.6,241526.2,7904.2
Unknown Dinoflagellate,DINOPHYCEAE,9/24/2015,18,2,1,30.6,403663.6,13208.9
Unknown Euglenophyte,EUGLENOPHYTA,9/24/2015,18,2,2,61.1,25055,410
Actinocyclus normanii,BACILLARIOPHYTA,9/24/2015,22,2,1,0.2,589.1,2945.2
Chaetoceros didymus,BACILLARIOPHYTA,9/24/2015,22,2,4,77.8,76238.4,980.2
Cocconeis sp.,BACILLARIOPHYTA,9/24/2015,22,2,1,3.6,1976.8,544.3
Coscinodiscus sp.,BACILLARIOPHYTA,9/24/2015,22,2,1,3.6,6289.7,1731.8
Diploneis sp.,BACILLARIOPHYTA,9/24/2015,22,2,1,3.6,4235.9,1166.3
Nitzschia spp.,BACILLARIOPHYTA,9/24/2015,22,2,1,0.2,420,2100
Odontella aurita,BACILLARIOPHYTA,9/24/2015,22,2,2,0.4,844.5,2111.1
Paralia sulcata,BACILLARIOPHYTA,9/24/2015,22,2,1,19.4,7636.1,392.7
Pseudo-nitzschia sp.,BACILLARIOPHYTA,9/24/2015,22,2,2,7.3,4521.7,622.8
Pseudo-nitzschia sp.,BACILLARIOPHYTA,9/24/2015,22,2,1,19.4,19056.2,980
Skeletonema sp.,BACILLARIOPHYTA,9/24/2015,22,2,2,38.9,2290.8,58.9
Thalassionema nitzschioides,BACILLARIOPHYTA,9/24/2015,22,2,1,19.4,2916.8,150
Thalassiosira angulata,BACILLARIOPHYTA,9/24/2015,22,2,2,7.3,12357,1701.2
Thalassiosira eccentrica,BACILLARIOPHYTA,9/24/2015,22,2,1,3.6,31063.6,8553
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,22,2,5,97.2,30926,318.1
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,22,2,2,38.9,15272.1,392.7
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,22,2,2,38.9,80820,2078.2
Thalassiosira tenera,BACILLARIOPHYTA,9/24/2015,22,2,1,19.4,14966.7,769.7
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,22,2,31,602.8,8521.8,14.1
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,22,2,1,19.5,1511.9,77.7
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,22,2,2,7.3,1112.5,153.2
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,22,2,1,3.6,41623.5,11466.5
Chlorella sp.,CHLOROPHYTA,9/24/2015,22,2,5,97.2,1374.5,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,9/24/2015,22,2,20,388.9,8246.9,21.2
Pyramimonas spp.,CHLOROPHYTA,9/24/2015,22,2,2,7.3,1338.8,184.3
Dictyocha octonaria,CHRYSOPHYCEAE,9/24/2015,22,2,1,3.6,31156.7,8578.6
Hemiselmis sp.,CRYPTOPHYTA,9/24/2015,22,2,10,194.5,1629,8.4
Hillea fusiformis,CRYPTOPHYTA,9/24/2015,22,2,2,38.9,244.4,6.3
Plagioselmis prolonga,CRYPTOPHYTA,9/24/2015,22,2,51,991.7,84118.8,84.8
Teleaulax sp.,CRYPTOPHYTA,9/24/2015,22,2,10,194.5,194566.7,1000.6
Chroococcus microscopicus,CYANOPHYCEAE,9/24/2015,22,2,962,18706.2,5014.8,0.3
Akashiwo sanguinea,DINOPHYCEAE,9/24/2015,22,2,1,3.6,129959.2,35782.7
Gymnodinium sp.,DINOPHYCEAE,9/24/2015,22,2,1,19.4,3909.7,201.1
Phalacroma oxytoxoides,DINOPHYCEAE,9/24/2015,22,2,1,3.6,34686.2,9550.4
Prorocentrum sp.,DINOPHYCEAE,9/24/2015,22,2,3,10.9,12425.4,1139.9
Protoperidinium sp.,DINOPHYCEAE,9/24/2015,22,2,1,0.2,2906.3,14531.4
Tripos lineatus,DINOPHYCEAE,9/24/2015,22,2,2,7.3,93105.1,12817.7
Unknown Euglenophyte,EUGLENOPHYTA,9/24/2015,22,2,1,19.5,5039.8,259.1
Unknown Euglenophyte,EUGLENOPHYTA,9/24/2015,22,2,3,58.3,20617.4,353.4
Actinocyclus curvatulus,BACILLARIOPHYTA,9/24/2015,27,2,1,0.4,1930.2,4825.5
Actinoptychus senarius,BACILLARIOPHYTA,9/24/2015,27,2,6,43.6,28924.2,663.7
Chaetoceros sp.,BACILLARIOPHYTA,9/24/2015,27,2,1,7.3,753.1,103.7
Cyclotella sp.,BACILLARIOPHYTA,9/24/2015,27,2,3,213.9,53757.8,251.3
Diploneis smithii,BACILLARIOPHYTA,9/24/2015,27,2,1,7.3,30664.2,4221.5
Epithemia sp.,BACILLARIOPHYTA,9/24/2015,27,2,1,7.3,3463.6,476.8
Nitzschia spp.,BACILLARIOPHYTA,9/24/2015,27,2,2,142.6,5561.3,39
Nitzschia spp.,BACILLARIOPHYTA,9/24/2015,27,2,5,36.3,10033.1,276.3
Paralia sulcata,BACILLARIOPHYTA,9/24/2015,27,2,3,21.8,5134.5,235.6
Skeletonema sp.,BACILLARIOPHYTA,9/24/2015,27,2,4,285.2,1399.9,4.9
Thalassionema nitzschioides,BACILLARIOPHYTA,9/24/2015,27,2,1,7.3,3138,432
Thalassionema sp.,BACILLARIOPHYTA,9/24/2015,27,2,2,142.6,9411.4,66
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,27,2,2,142.6,565129.1,3963.1
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,27,2,44,3137.1,44350.2,14.1
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,27,2,1,7.3,45925,6325.8
Chlorella sp.,CHLOROPHYTA,9/24/2015,27,2,6,427.8,14335.4,33.5
Pseudoscourfieldia marina,CHLOROPHYTA,9/24/2015,27,2,8,570.4,27214.9,47.7
Unknown Chlorophyte,CHLOROPHYTA,9/24/2015,27,2,6,43.6,182.6,4.2
Plagioselmis prolonga,CRYPTOPHYTA,9/24/2015,27,2,19,1354.7,114907.3,84.8
Teleaulax sp.,CRYPTOPHYTA,9/24/2015,27,2,1,71.3,36137.2,506.8
Chroococcus microscopicus,CYANOPHYCEAE,9/24/2015,27,2,877,62528.9,16762.9,0.3
Gyrodinium spp.,DINOPHYCEAE,9/24/2015,27,2,1,7.3,2875.3,395.8
Unknown Dinoflagellate,DINOPHYCEAE,9/24/2015,27,2,1,71.3,11647.5,163.4
Unknown Euglenophyte,EUGLENOPHYTA,9/24/2015,27,2,2,14.5,2567.2,176.7
Cyclotella atomus,BACILLARIOPHYTA,9/24/2015,36,2,1,36.3,8557.5,235.6
Diploneis sp.,BACILLARIOPHYTA,9/24/2015,36,2,1,2,1809.6,904.8
Gyrosigma sp.,BACILLARIOPHYTA,9/24/2015,36,2,1,2,3357.5,1678.8
Navicula spp.,BACILLARIOPHYTA,9/24/2015,36,2,1,237.7,36398.5,153.2
Paralia sulcata,BACILLARIOPHYTA,9/24/2015,36,2,2,475.3,186659.1,392.7
Rhoicosphenia sp.,BACILLARIOPHYTA,9/24/2015,36,2,1,2,199.2,99.6
Surirella fastuosa,BACILLARIOPHYTA,9/24/2015,36,2,1,2,26125.7,13062.7
Thalassionema sp.,BACILLARIOPHYTA,9/24/2015,36,2,2,475.3,28519.4,60
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,36,2,1,36.3,36511.8,1005.3
Tryblionella compressa,BACILLARIOPHYTA,9/24/2015,36,2,1,36.3,11124.7,306.3
Tryblionella sp.,BACILLARIOPHYTA,9/24/2015,36,2,2,72.6,43928.3,604.8
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,36,2,7,1663.6,97996,58.9
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,36,2,1,36.3,98581.9,2714.3
Chlorella sp.,CHLOROPHYTA,9/24/2015,36,2,3,713,10079.6,14.1
Cryptomonas spp.,CRYPTOPHYTA,9/24/2015,36,2,3,6,1583.4,263.9
Plagioselmis prolonga,CRYPTOPHYTA,9/24/2015,36,2,17,4040.3,342706.1,84.8
Teleaulax sp.,CRYPTOPHYTA,9/24/2015,36,2,2,72.6,107101.3,1474.4
Chroococcus microscopicus,CYANOPHYCEAE,9/24/2015,36,2,1016,241464.5,64732.4,0.3
Gymnodinium sp.,DINOPHYCEAE,9/24/2015,36,2,4,145.3,300613.9,2069.3
Amphora libyca,BACILLARIOPHYTA,9/24/2015,657,2,2,0.8,309.4,386.7
Amphora sp.,BACILLARIOPHYTA,9/24/2015,657,2,2,0.8,192,240
Aulacoseira sp.,BACILLARIOPHYTA,9/24/2015,657,2,4,29.1,616.1,21.2
Bacillaria sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,5703.9,120
Cocconeis placentula,BACILLARIOPHYTA,9/24/2015,657,2,1,7.3,7393.6,1017.9
Cocconeis sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,15679.4,329.9
Cyclotella atomus,BACILLARIOPHYTA,9/24/2015,657,2,2,14.5,855.7,58.9
Cyclotella meneghiniana,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,80860.7,1701.2
Diploneis sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,6719.7,141.4
Entomoneis sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,0.4,2865.2,7162.8
Epithemia sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,7.3,2204.2,303.5
Fragilaria goulardii,BACILLARIOPHYTA,9/24/2015,657,2,1,7.3,7701.7,1060.3
Hippodonta sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,8959.6,188.5
Humidophila contenta,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,2463.9,51.8
Navicula tripunctata,BACILLARIOPHYTA,9/24/2015,657,2,1,0.4,534.1,1335.2
Nitzschia amphibia,BACILLARIOPHYTA,9/24/2015,657,2,1,7.3,599.3,82.5
Nitzschia spp.,BACILLARIOPHYTA,9/24/2015,657,2,4,190.1,1901.3,10
Pseudostaurosira parasitica,BACILLARIOPHYTA,9/24/2015,657,2,1,0.4,82.9,207.3
Pseudostaurosira sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,7.3,239.6,33
Rhoicosphenia sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,2799.9,58.9
Thalassionema sp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,3137.1,66
Thalassiosira spp.,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,22585.8,475.2
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,657,2,5,237.7,3359.9,14.1
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,657,2,1,47.5,5599.8,117.8
Unknown Diatom,BACILLARIOPHYTA,9/24/2015,657,2,7,2.8,549.8,196.4
Chlamydomonas spp.,CHLOROPHYTA,9/24/2015,657,2,1,47.5,5375.8,113.1
Chlorella sp.,CHLOROPHYTA,9/24/2015,657,2,7,332.7,4703.8,14.1
Drepanochloris nannoselene,CHLOROPHYTA,9/24/2015,657,2,4,190.1,3434.5,18.1
Monoraphidium contortum,CHLOROPHYTA,9/24/2015,657,2,1,47.5,995.5,20.9
Scenedesmus sp.,CHLOROPHYTA,9/24/2015,657,2,12,570.4,7167.7,12.6
Selenastrum sp.,CHLOROPHYTA,9/24/2015,657,2,1,47.5,1095.1,23
Unknown Chlorophyte,CHLOROPHYTA,9/24/2015,657,2,25,181.6,760.7,4.2
Cryptomonas erosa,CRYPTOPHYTA,9/24/2015,657,2,2,95.1,44599.1,469.1
Plagioselmis nannoplanctica,CRYPTOPHYTA,9/24/2015,657,2,2,95.1,20706.7,217.8
Plagioselmis prolonga,CRYPTOPHYTA,9/24/2015,657,2,35,1663.6,141114.3,84.8
Teleaulax amphioxeia,CRYPTOPHYTA,9/24/2015,657,2,1,47.5,24091.5,506.8
Aphanizomenon sp.,CYANOPHYCEAE,9/24/2015,657,2,341,2477,52525.7,21.2
Chroococcus microscopicus,CYANOPHYCEAE,9/24/2015,657,2,1100,52285.6,14016.9,0.3
Chroococcus minimus,CYANOPHYCEAE,9/24/2015,657,2,13,617.9,2588.3,4.2
Merismopedia tenuissima,CYANOPHYCEAE,9/24/2015,657,2,8,58.1,58.1,1
Planktothrix sp.,CYANOPHYCEAE,9/24/2015,657,2,19,903.1,12767.5,14.1
Actinocyclus sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,7.3,12357,1702.1
Aulacoseira sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,345.6,863.9
Bacillaria sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,1136,2840
Cerataulina pelagica,BACILLARIOPHYTA,10/15/2015,6,2,2,0.8,3078.8,3848.4
Cocconeis sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,120.6,301.6
Cyclotella atomus,BACILLARIOPHYTA,10/15/2015,6,2,1,38.9,2290.8,58.9
Cyclotella meneghiniana,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,402.1,1005.3
Cyclotella sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,38.9,25809.9,663.7
Entomoneis sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,1623.6,4058.9
Epithemia sorex,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,118.4,296.1
Fragilaria brevistriata,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,18.8,47.1
Fragilariopsis sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,89.5,223.8
Navicula spp.,BACILLARIOPHYTA,10/15/2015,6,2,1,7.3,10839.4,1492.3
Paralia sulcata,BACILLARIOPHYTA,10/15/2015,6,2,1,38.9,15272.1,392.7
Thalassionema sp.,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,33.6,84
Thalassiosira spp.,BACILLARIOPHYTA,10/15/2015,6,2,1,7.3,118709,16342.6
Tryblionella debilis,BACILLARIOPHYTA,10/15/2015,6,2,1,0.4,248.8,622
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,6,2,9,350,4948.2,14.1
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,6,2,1,38.9,4398.4,113.1
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,6,2,4,1.6,1216,760
Pseudoscourfieldia marina,CHLOROPHYTA,10/15/2015,6,2,6,233.3,9163.3,39.3
Unknown Chlorophyte,CHLOROPHYTA,10/15/2015,6,2,2,77.8,1099.6,14.1
Cryptomonas spp.,CRYPTOPHYTA,10/15/2015,6,2,1,7.3,4138,569.7
Hemiselmis sp.,CRYPTOPHYTA,10/15/2015,6,2,5,194.5,4581.6,23.6
Hillea fusiformis,CRYPTOPHYTA,10/15/2015,6,2,12,466.7,2932.2,6.3
Plagioselmis prolonga,CRYPTOPHYTA,10/15/2015,6,2,17,661.1,56079.2,84.8
Teleaulax sp.,CRYPTOPHYTA,10/15/2015,6,2,5,194.5,163462.5,840.6
Chroococcus microscopicus,CYANOPHYCEAE,10/15/2015,6,2,923,35895.6,9623,0.3
Planktothrix sp.,CYANOPHYCEAE,10/15/2015,6,2,28,1088.9,10262.9,9.4
Heterocapsa rotundata,DINOPHYCEAE,10/15/2015,6,2,3,116.7,12217.7,104.7
Unknown Dinoflagellate,DINOPHYCEAE,10/15/2015,6,2,1,0.4,167.6,418.9
Actinoptychus senarius,BACILLARIOPHYTA,10/15/2015,13,2,1,28.5,11199.5,392.7
Chaetoceros sp.,BACILLARIOPHYTA,10/15/2015,13,2,3,1.2,84.8,70.7
Coscinodiscus sp.,BACILLARIOPHYTA,10/15/2015,13,2,1,28.5,150701.1,5284.2
Diploneis sp.,BACILLARIOPHYTA,10/15/2015,13,2,1,7.3,3953.5,544.3
Entomoneis sp.,BACILLARIOPHYTA,10/15/2015,13,2,1,7.3,31868,4387.2
Eunotia sp.,BACILLARIOPHYTA,10/15/2015,13,2,1,7.3,2156.5,296.9
Fragilariopsis pseudonana,BACILLARIOPHYTA,10/15/2015,13,2,1,7.3,1454.8,200.3
Odontella aurita,BACILLARIOPHYTA,10/15/2015,13,2,1,0.4,2356.2,5890.5
Paralia sulcata,BACILLARIOPHYTA,10/15/2015,13,2,2,57,22712.7,398.2
Thalassionema sp.,BACILLARIOPHYTA,10/15/2015,13,2,1,0.4,33.6,84
Thalassiosira spp.,BACILLARIOPHYTA,10/15/2015,13,2,1,28.5,11199.5,392.7
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,13,2,53,1511.5,21368.7,14.1
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,13,2,2,57,8601.3,150.8
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,13,2,1,0.4,3438.2,8595.5
Pseudoscourfieldia marina,CHLOROPHYTA,10/15/2015,13,2,25,713,18665.9,26.2
Unknown Chlorophyte,CHLOROPHYTA,10/15/2015,13,2,5,142.6,2015.9,14.1
Hemiselmis sp.,CRYPTOPHYTA,10/15/2015,13,2,13,370.8,8735.6,23.6
Hillea fusiformis,CRYPTOPHYTA,10/15/2015,13,2,10,285.2,1791.9,6.3
Plagioselmis prolonga,CRYPTOPHYTA,10/15/2015,13,2,34,969.7,82249.5,84.8
Teleaulax sp.,CRYPTOPHYTA,10/15/2015,13,2,20,570.4,261994.7,459.3
Chroococcus microscopicus,CYANOPHYCEAE,10/15/2015,13,2,638,18195.4,4877.9,0.3
Akashiwo sanguinea,DINOPHYCEAE,10/15/2015,13,2,1,28.5,495945.7,17389.7
Heterocapsa rotundata,DINOPHYCEAE,10/15/2015,13,2,7,199.6,16724.7,83.8
Unknown Dinoflagellate,DINOPHYCEAE,10/15/2015,13,2,1,7.3,2312.4,318.5
Unknown Dinoflagellate,DINOPHYCEAE,10/15/2015,13,2,1,7.3,16734.6,2305
Unknown Euglenophyte,EUGLENOPHYTA,10/15/2015,13,2,1,28.5,11692.3,410
Actinocyclus curvatulus,BACILLARIOPHYTA,10/15/2015,18,2,1,0.1,7079.1,53092.9
Actinoptychus senarius,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,1150.5,475.2
Chaetoceros didymus,BACILLARIOPHYTA,10/15/2015,18,2,2,4.8,1901.7,392.7
Cocconeis scutellum,BACILLARIOPHYTA,10/15/2015,18,2,1,0.1,58.7,440.6
Cyclotella sp.,BACILLARIOPHYTA,10/15/2015,18,2,4,47.5,4731.8,99.5
Ditylum brightwellii,BACILLARIOPHYTA,10/15/2015,18,2,1,11.9,196213.7,16512
Epithemia sp.,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,1012.3,418.1
Nitzschia incerta,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,686.4,283.5
Nitzschia spp.,BACILLARIOPHYTA,10/15/2015,18,2,1,11.9,499.1,42
Odontella aurita,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,3993.5,1649.3
Paralia sulcata,BACILLARIOPHYTA,10/15/2015,18,2,1,11.9,9146.3,769.7
Plagiotropis sp.,BACILLARIOPHYTA,10/15/2015,18,2,1,11.9,174414.3,14677.5
Pleurosigma elongatum,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,70963.7,29308.5
Skeletonema sp.,BACILLARIOPHYTA,10/15/2015,18,2,18,213.9,3023.9,14.1
Thalassionema sp.,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,232.4,96
Thalassiosira angulata,BACILLARIOPHYTA,10/15/2015,18,2,1,0.1,226.8,1701.2
Thalassiosira spp.,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,890,367.6
Thalassiosira spp.,BACILLARIOPHYTA,10/15/2015,18,2,4,47.5,27102.9,570.2
Thalassiosira spp.,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,11683.8,4828
Tryblionella sp.,BACILLARIOPHYTA,10/15/2015,18,2,1,11.9,1791.9,150.8
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,18,2,29,344.6,4871.8,14.1
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,18,2,5,59.4,2239.9,37.7
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,91.3,37.7
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,18,2,4,47.5,2911.9,61.3
Unknown Diatom,BACILLARIOPHYTA,10/15/2015,18,2,1,2.4,16065.2,6638.5
Pseudoscourfieldia marina,CHLOROPHYTA,10/15/2015,18,2,29,344.6,9021.9,26.2
Pyramimonas spp.,CHLOROPHYTA,10/15/2015,18,2,2,23.8,14304.3,601.9
Unknown Chlorophyte,CHLOROPHYTA,10/15/2015,18,2,8,95.1,1344,14.1
Unknown Chlorophyte,CHLOROPHYTA,10/15/2015,18,2,1,11.9,168,14.1
Hemiselmis sp.,CRYPTOPHYTA,10/15/2015,18,2,5,59.4,1399.9,23.6
Hillea fusiformis,CRYPTOPHYTA,10/15/2015,18,2,4,47.5,298.7,6.3
Plagioselmis prolonga,CRYPTOPHYTA,10/15/2015,18,2,23,273.3,20607.2,75.4
Teleaulax sp.,CRYPTOPHYTA,10/15/2015,18,2,31,368.4,378046.9,1026.2
Unknown Cryptophyte,CRYPTOPHYTA,10/15/2015,18,2,2,23.8,10353.4,435.6
Chroococcus microscopicus,CYANOPHYCEAE,10/15/2015,18,2,569,6761.5,1812.6,0.3
Akashiwo sanguinea,DINOPHYCEAE,10/15/2015,18,2,3,35.6,449475.1,12608.2
Gymnodinium sp.,DINOPHYCEAE,10/15/2015,18,2,2,23.8,22000.9,925.7
Gyrodinium spp.,DINOPHYCEAE,10/15/2015,18,2,1,11.9,15604.7,1313.2
Peridinium sp.,DINOPHYCEAE,10/15/2015,18,2,1,2.4,13691.9,5654.9
Phalacroma oxytoxoides,DINOPHYCEAE,10/15/2015,18,2,1,2.4,21582.5,8913.7
Prorocentrum cordatum,DINOPHYCEAE,10/15/2015,18,2,1,11.9,30568.5,2572.4
Prorocentrum micans,DINOPHYCEAE,10/15/2015,18,2,2,4.8,1437.7,296.9
Tripos furca,DINOPHYCEAE,10/15/2015,18,2,1,0.1,4455,33412.1
Unknown Dinoflagellate,DINOPHYCEAE,10/15/2015,18,2,1,0.1,69.8,537
Unknown Dinoflagellate,DINOPHYCEAE,10/15/2015,18,2,1,2.4,3428.1,1416.5
Unknown Euglenophyte,EUGLENOPHYTA,10/15/2015,18,2,4,47.5,13066.1,274.9
Actinoptychus senarius,BACILLARIOPHYTA,10/15/2015,22,2,1,0.3,1378.7,4825.5
Actinoptychus octonarius,BACILLARIOPHYTA,10/15/2015,22,2,1,0.3,1378.7,4825.5
Coscinodiscus sp.,BACILLARIOPHYTA,10/15/2015,22,2,1,5.2,65199.7,12566.4
Ditylum brightwellii,BACILLARIOPHYTA,10/15/2015,22,2,2,0.6,13426.4,23496
Nitzschia incerta,BACILLARIOPHYTA,10/15/2015,22,2,1,0.3,93.6,327.6
